股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
BK0604,参股保险,0.38,2963.33,2969.1,2921.53,2931.4,11.08,0.48,1.12,10.68,31774159,26256340047.0,2952.25,6506152448000,5496360448000,90.BK0604,板块,2026-02-06 11:17:45,2026-02-06
BK0511,ST股,0.38,7486.58,7487.22,7437.83,7437.83,28.42,1.14,1.34,-9.1,14269748,8070060288.0,7458.16,831573456000,674798784000,90.BK0511,板块,2026-02-06 11:17:45,2026-02-06
BK0859,超清视频,0.37,2303.1,2305.85,2258.88,2276.81,8.5,1.35,1.07,53.29,22241864,38746825290.0,2294.6,2832024384000,2523735456000,90.BK0859,板块,2026-02-06 11:17:45,2026-02-06
BK0498,AB股,0.36,12682.24,12711.48,12535.03,12586.43,45.87,0.77,1.01,83.88,13087428,9098597714.0,12636.37,1398997680000,1126096960000,90.BK0498,板块,2026-02-06 11:17:45,2026-02-06
BK1115,跨境电商,0.36,1761.28,1762.33,1733.27,1744.09,6.26,1.71,1.24,38.44,22261689,29015220795.0,1755.02,1820730656000,1524127712000,90.BK1115,板块,2026-02-06 11:17:42,2026-02-06
BK1193,海南自贸,0.36,1183.38,1185.52,1166.23,1170.92,4.21,1.58,1.21,-1428.06,26486401,25640745003.0,1179.17,1383399664000,1269716976000,90.BK1193,板块,2026-02-06 11:17:42,2026-02-06
BK0509,网络游戏,0.36,15584.79,15603.48,15177.42,15394.3,56.44,2.38,1.13,87.81,21074989,29990501153.0,15528.35,1329239408000,1252444816000,90.BK0509,板块,2026-02-06 11:17:45,2026-02-06
BK1121,第四代半导体,0.34,2285.66,2300.46,2239.27,2250.68,7.79,1.47,0.95,95.28,2161164,3474611714.0,2277.87,189277746000,173796435000,90.BK1121,板块,2026-02-06 11:17:42,2026-02-06
BK0808,军民融合,0.34,2350.4,2356.27,2310.8,2322.47,7.86,2.22,1.21,105.07,37969097,78592319723.0,2342.54,3939958304000,3703226784000,90.BK0808,板块,2026-02-06 11:17:45,2026-02-06
BK0830,区块链,0.34,1281.56,1282.6,1257.53,1267.68,4.3,0.92,1.12,14.76,60917325,92442757350.0,1277.26,9825862144000,8314335232000,90.BK0830,板块,2026-02-06 11:17:45,2026-02-06
BK1188,DeepSeek概念,0.34,1464.91,1466.41,1435.06,1448.76,4.97,1.86,1.1,89.39,38089669,69391882108.0,1459.94,4534664192000,4048605520000,90.BK1188,板块,2026-02-06 11:17:42,2026-02-06
BK0697,IPO受益,0.34,3666.96,3676.46,3610.92,3632.94,12.54,0.86,1.13,13.05,11195998,15824838428.0,3654.42,2685320432000,2137643392000,90.BK0697,板块,2026-02-06 11:17:45,2026-02-06
BK0839,知识产权,0.33,2289.24,2292.17,2233.42,2262.15,7.63,2.28,1.08,191.56,6066467,8365732601.0,2281.61,405717200000,359572880000,90.BK0839,板块,2026-02-06 11:17:45,2026-02-06
BK0838,东北振兴,0.33,1271.9,1275.3,1257.44,1261.84,4.21,0.92,1.01,31.82,7740352,7021191136.0,1267.69,782483840000,766355744000,90.BK0838,板块,2026-02-06 11:17:45,2026-02-06
BK0580,LED,0.33,4681.16,4687.0,4604.91,4627.72,15.59,1.5,1.11,75.48,16157042,32855006151.0,4665.57,1883838848000,1754435808000,90.BK0580,板块,2026-02-06 11:17:45,2026-02-06
BK0821,MSCI中国,0.33,1537.55,1539.87,1512.06,1518.39,5.0,0.52,1.0,15.65,203368360,479585980468.0,1532.55,78397612032000,62078912256000,90.BK0821,板块,2026-02-06 11:17:45,2026-02-06
BK1137,存储芯片,0.32,2358.87,2363.3,2309.79,2323.42,7.5,2.3,0.85,173.74,13885371,58389762942.0,2351.37,3563917376000,2962065024000,90.BK1137,板块,2026-02-06 11:17:42,2026-02-06
BK0977,碳化硅,0.32,2028.06,2030.06,1994.15,1999.2,6.56,1.79,1.03,79.07,7226555,21716547125.0,2021.5,1228246448000,1053481552000,90.BK0977,板块,2026-02-06 11:17:45,2026-02-06
BK0822,租售同权,0.31,819.14,821.79,811.44,811.99,2.56,1.4,1.08,-7.07,6978611,3721351303.0,816.58,408516368000,381854704000,90.BK0822,板块,2026-02-06 11:17:45,2026-02-06
BK0653,养老概念,0.3,3120.76,3127.62,3092.36,3106.46,9.33,1.37,1.43,17.32,24587058,26511378597.0,3111.43,3408562112000,2541938304000,90.BK0653,板块,2026-02-06 11:17:45,2026-02-06
BK1176,财税数字化,0.3,2054.79,2056.98,2011.38,2034.03,6.24,1.64,1.01,-257.87,4559429,9357358757.0,2048.55,554419408000,509423584000,90.BK1176,板块,2026-02-06 11:17:42,2026-02-06
BK0708,体育产业,0.29,1649.68,1650.98,1624.05,1636.29,4.76,1.42,1.12,36.55,10743500,11613969912.0,1644.92,900603808000,712276688000,90.BK0708,板块,2026-02-06 11:17:45,2026-02-06
BK1640,价值股,0.28,999.92,1004.51,988.99,991.09,2.84,0.44,1.14,9.84,30665061,35859414415.0,997.08,10032363264000,7733868800000,90.BK1640,板块,2026-02-06 11:17:42,2026-02-06
BK0629,北斗导航,0.27,8228.92,8245.35,8088.17,8138.79,22.4,1.96,1.11,-770.57,13258548,28731424433.0,8206.52,1364618464000,1261810768000,90.BK0629,板块,2026-02-06 11:17:45,2026-02-06
BK1179,房屋检测,0.27,1600.81,1603.53,1578.18,1587.52,4.24,1.28,0.88,68.48,3936090,3635883727.0,1596.57,301214032000,261874104000,90.BK1179,板块,2026-02-06 11:17:42,2026-02-06
BK0947,屏下摄像,0.26,1004.81,1006.35,989.03,994.36,2.57,0.93,0.93,41.6,6252122,4294241236.0,1002.24,529817872000,483202480000,90.BK0947,板块,2026-02-06 11:17:45,2026-02-06
BK1133,ERP概念,0.26,1506.12,1508.25,1475.52,1491.91,3.86,1.79,0.99,109.11,2479561,4702409714.0,1502.26,306620512000,262576872000,90.BK1133,板块,2026-02-06 11:17:42,2026-02-06
BK0969,汽车芯片,0.24,1554.91,1558.48,1526.61,1534.66,3.67,1.62,1.06,355.59,8763673,30326662583.0,1551.24,1971345712000,1825139088000,90.BK0969,板块,2026-02-06 11:17:45,2026-02-06
BK0850,进口博览,0.24,1096.44,1099.66,1087.17,1089.57,2.6,0.56,1.1,-52.87,2542223,1645867831.0,1093.84,301632176000,264280452000,90.BK0850,板块,2026-02-06 11:17:45,2026-02-06
BK0671,彩票概念,0.23,3157.14,3158.99,3094.62,3122.97,7.19,1.54,1.15,56.38,3694100,3607835465.0,3149.95,218451918000,214002902000,90.BK0671,板块,2026-02-06 11:17:45,2026-02-06
BK1054,DRG/DIP,0.22,1256.55,1258.41,1236.59,1245.09,2.71,1.34,0.99,-99.36,1921285,2476877181.0,1253.84,179009453000,165139734000,90.BK1054,板块,2026-02-06 11:17:42,2026-02-06
BK0980,化债(AMC)概念,0.21,1254.87,1257.61,1238.63,1242.87,2.69,0.84,0.94,24.45,11104312,10581294084.0,1252.18,1138824944000,1063056192000,90.BK0980,板块,2026-02-06 11:17:45,2026-02-06
BK0815,昨日涨停,0.21,34258.86,34379.85,33892.46,34359.62,72.69,10.4,1.42,-136.82,47380456,41515971493.0,34186.17,487119392000,442890704000,90.BK0815,板块,2026-02-06 11:17:45,2026-02-06
BK0928,抖音小店,0.2,1460.21,1461.41,1435.53,1451.24,2.89,1.45,1.31,416.41,7630098,5876143410.0,1457.32,266755786000,245697484000,90.BK0928,板块,2026-02-06 11:17:45,2026-02-06
BK1630,昨日首板,0.19,1082.24,1090.33,1068.48,1086.85,2.09,2.11,1.11,-607.06,22804629,23289349443.0,1080.15,314262128000,294611632000,90.BK1630,板块,2026-02-06 11:17:45,2026-02-06
BK0689,阿里概念,0.19,3063.92,3067.25,2998.83,3030.72,5.66,1.66,1.1,47.58,41606698,78656785414.0,3058.26,5149353216000,4671187968000,90.BK0689,板块,2026-02-06 11:17:45,2026-02-06
BK0976,被动元件,0.19,1837.71,1840.93,1806.97,1815.65,3.5,2.3,1.14,50.56,3379544,14309687564.0,1834.21,574209888000,522597648000,90.BK0976,板块,2026-02-06 11:17:45,2026-02-06
BK0665,电商概念,0.18,2550.5,2551.95,2517.18,2532.46,4.57,1.64,1.35,32.63,59375117,77662688901.0,2545.93,6863496960000,6128512256000,90.BK0665,板块,2026-02-06 11:17:45,2026-02-06
BK1071,跨境支付,0.18,1835.21,1836.46,1808.09,1821.91,3.36,0.19,1.08,7.34,19734117,21838140607.0,1831.85,12654643968000,8289898752000,90.BK1071,板块,2026-02-06 11:17:45,2026-02-06
BK1126,ChatGPT概念,0.18,2335.05,2338.75,2273.29,2307.88,4.3,2.69,1.14,338.68,17622953,35384541796.0,2330.75,1410212144000,1246021920000,90.BK1126,板块,2026-02-06 11:17:45,2026-02-06
