股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
110094,众和转债,0.44,133.85,135.354,132.443,133.13,0.585,5.85,0.62,-,51547,69197120.0,133.265,1178978239,1178978239,1.110094,沪A,2026-02-06 11:17:43,2026-02-06
111002,特纸转债,0.44,139.244,139.8,137.834,138.837,0.609,1.54,0.53,-,10189,14152748.0,138.635,921630972,921630972,1.111002,沪A,2026-02-06 11:17:42,2026-02-06
127045,牧原转债,0.43,136.43,137.015,135.2,135.528,0.578,0.53,0.71,-,50455,68657769.611,135.852,13019545597,13019545597,0.127045,深A,2026-02-06 11:17:42,2026-02-06
113597,佳力转债,0.43,135.149,136.2,133.939,134.57,0.579,6.8,1.35,-,20203,27376693.0,134.57,401787165,401787165,1.113597,沪A,2026-02-06 11:17:43,2026-02-06
111004,明新转债,0.42,143.117,143.999,141.277,142.695,0.592,4.79,1.2,-,32188,45824510.0,142.525,961037811,961037811,1.111004,沪A,2026-02-06 11:17:45,2026-02-06
123142,申昊转债,0.42,124.8,125.0,123.381,124.005,0.523,0.95,0.78,-,5196,6460267.17,124.277,685609517,685609517,0.123142,深A,2026-02-06 11:17:39,2026-02-06
118010,洁特转债,0.41,126.976,127.3,125.771,126.33,0.524,1.37,1.21,-,6039,7643189.0,126.452,558616945,558616945,1.118010,沪A,2026-02-06 11:17:44,2026-02-06
123138,丝路转债,0.4,134.512,134.587,133.187,134.312,0.534,2.13,0.67,-,5102,6832400.55,133.978,321938600,321938600,0.123138,深A,2026-02-06 11:17:42,2026-02-06
123196,正元转02,0.4,137.474,137.925,136.302,136.638,0.549,2.59,1.01,-,9057,12428153.4,136.925,481365211,481365211,0.123196,深A,2026-02-06 11:17:42,2026-02-06
113656,嘉诚转债,0.39,134.225,134.547,133.008,133.527,0.518,2.26,0.79,-,18075,24195766.0,133.707,1073628460,1073628460,1.113656,沪A,2026-02-06 11:17:42,2026-02-06
113623,凤21转债,0.39,132.412,133.98,130.959,131.95,0.511,4.98,0.93,-,112958,150008395.0,131.901,3005187133,3005187133,1.113623,沪A,2026-02-06 11:17:43,2026-02-06
127053,豪美转债,0.38,263.195,265.879,256.798,262.501,0.994,10.81,0.63,-,27899,72802685.84,262.201,679220757,679220757,0.127053,深A,2026-02-06 11:17:42,2026-02-06
113647,禾丰转债,0.38,124.475,124.917,123.701,124.0,0.474,1.07,0.82,-,15749,19591811.0,124.001,1825876475,1825876475,1.113647,沪A,2026-02-06 11:17:43,2026-02-06
127055,精装转债,0.38,179.675,180.225,176.2,178.8,0.675,6.06,0.58,-,12625,22510701.28,179.0,374120722,374120722,0.127055,深A,2026-02-06 11:17:42,2026-02-06
113053,隆22转债,0.38,134.928,136.2,133.755,134.816,0.515,1.29,0.89,-,90055,121599039.0,134.413,9437780481,9437780481,1.113053,沪A,2026-02-06 11:17:45,2026-02-06
127099,盛航转债,0.38,138.277,138.667,137.097,137.8,0.52,1.69,0.63,-,7660,10571064.93,137.757,627870364,627870364,0.127099,深A,2026-02-06 11:17:42,2026-02-06
127098,欧晶转债,0.37,126.769,127.22,125.685,126.16,0.469,2.56,1.8,-,12002,15186697.664,126.3,594916015,594916015,0.127098,深A,2026-02-06 11:17:36,2026-02-06
113652,伟22转债,0.36,139.279,140.569,137.77,138.35,0.497,1.73,0.58,-,25615,35714360.0,138.782,2056765027,2056765027,1.113652,沪A,2026-02-06 11:17:44,2026-02-06
